"Population by Educational Attainment","Number"
"Beginners",""
"Female","406"
"Male","514"
"Graduate and Equivalent",""
"Female","101"
"Male","165"
"Intermediate and Equivalent",""
"Female","416"
"Male","478"
"Level not Stated",""
"Female","63"
"Male","52"
"Lower Secondary (Class 6-8)",""
"Female","2951"
"Male","2600"
"Non Formal Education",""
"Female","511"
"Male","282"
"Others",""
"Female","4"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","48"
"Primary Education (1-5 Class)",""
"Female","4554"
"Male","4697"
"Secondary Level (Class 9-10)",""
"Female","1606"
"Male","1419"
"SLC and Equivalent",""
"Female","916"
"Male","936"
