"Population by disability type","Number"
"Blind/low vision",""
"Female","32"
"Male","32"
"","64"
"Deaf/hard of hearing",""
"Female","40"
"Male","65"
"","105"
"Deaf-Blind",""
"Female","6"
"Male","4"
"","10"
"Intellectual disable",""
"Female","10"
"Male","12"
"","22"
"Mental disable",""
"Female","13"
"Male","20"
"","33"
"Multiple disable",""
"Female","28"
"Male","28"
"","56"
"No disability",""
"Female","10185"
"Male","7755"
"","17940"
"Physical",""
"Female","73"
"Male","118"
"","191"
"Speech problem",""
"Female","41"
"Male","65"
"","106"
