"Population by Educational Attainment","Number"
"Beginners",""
"Female","222"
"Male","245"
"","467"
"Graduate and Equivalent",""
"Female","46"
"Male","110"
"","156"
"Intermediate and Equivalent",""
"Female","181"
"Male","228"
"","409"
"Level not Stated",""
"Female","9"
"Male","6"
"","15"
"Lower Secondary (Class 6-8)",""
"Female","1561"
"Male","1318"
"","2879"
"Non Formal Education",""
"Female","392"
"Male","254"
"","646"
"Others",""
"Female","5"
"Male","2"
"","7"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","20"
"","32"
"Primary Education (1-5 Class)",""
"Female","2617"
"Male","2562"
"","5179"
"Secondary Level (Class 9-10)",""
"Female","572"
"Male","629"
"","1201"
"SLC and Equivalent",""
"Female","497"
"Male","541"
"","1038"
