"Population by Educational Attainment","Number"
"Beginners",""
"Female","185"
"Male","210"
"","395"
"Graduate and Equivalent",""
"Female","78"
"Male","195"
"","273"
"Intermediate and Equivalent",""
"Female","285"
"Male","372"
"","657"
"Level not Stated",""
"Female","26"
"Male","36"
"","62"
"Lower Secondary (Class 6-8)",""
"Female","2000"
"Male","1735"
"","3735"
"Non Formal Education",""
"Female","306"
"Male","298"
"","604"
"Others",""
"Female","5"
"Male","2"
"","7"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","46"
"","51"
"Primary Education (1-5 Class)",""
"Female","3042"
"Male","2899"
"","5941"
"Secondary Level (Class 9-10)",""
"Female","1105"
"Male","1155"
"","2260"
"SLC and Equivalent",""
"Female","615"
"Male","702"
"","1317"
