"Population by disability type","Number"
"Blind/low vision",""
"Female","61"
"Male","55"
"","116"
"Deaf/hard of hearing",""
"Female","81"
"Male","82"
"","163"
"Deaf-Blind",""
"Female","6"
"Male","4"
"","10"
"Intellectual disable",""
"Female","5"
"Male","5"
"","10"
"Mental disable",""
"Female","19"
"Male","32"
"","51"
"Multiple disable",""
"Female","22"
"Male","19"
"","41"
"No disability",""
"Female","12505"
"Male","10226"
"","22731"
"Physical",""
"Female","81"
"Male","123"
"","204"
"Speech problem",""
"Female","40"
"Male","51"
"","91"
