"Population by Educational Attainment","Number"
"Beginners",""
"Female","271"
"Male","289"
"Graduate and Equivalent",""
"Female","43"
"Male","103"
"Intermediate and Equivalent",""
"Female","175"
"Male","230"
"Level not Stated",""
"Female","25"
"Male","13"
"Lower Secondary (Class 6-8)",""
"Female","1656"
"Male","1535"
"Non Formal Education",""
"Female","561"
"Male","462"
"Others",""
"Female","2"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","2558"
"Male","2823"
"Secondary Level (Class 9-10)",""
"Female","1195"
"Male","1164"
"SLC and Equivalent",""
"Female","761"
"Male","723"
