"Population by Single Year of Age","Number"
"0",""
"Female","195"
"Male","204"
"1",""
"Female","183"
"Male","185"
"10",""
"Female","289"
"Male","272"
"11",""
"Female","259"
"Male","247"
"12",""
"Female","292"
"Male","308"
"13",""
"Female","270"
"Male","273"
"14",""
"Female","261"
"Male","296"
"15",""
"Female","286"
"Male","268"
"16",""
"Female","273"
"Male","252"
"17",""
"Female","279"
"Male","231"
"18",""
"Female","304"
"Male","269"
"19",""
"Female","202"
"Male","155"
"2",""
"Female","183"
"Male","184"
"20",""
"Female","255"
"Male","158"
"21",""
"Female","217"
"Male","119"
"22",""
"Female","271"
"Male","136"
"23",""
"Female","191"
"Male","101"
"24",""
"Female","212"
"Male","97"
"25",""
"Female","230"
"Male","124"
"26",""
"Female","204"
"Male","103"
"27",""
"Female","179"
"Male","110"
"28",""
"Female","211"
"Male","113"
"29",""
"Female","150"
"Male","66"
"3",""
"Female","192"
"Male","183"
"30",""
"Female","260"
"Male","134"
"31",""
"Female","97"
"Male","61"
"32",""
"Female","177"
"Male","109"
"33",""
"Female","118"
"Male","67"
"34",""
"Female","115"
"Male","70"
"35",""
"Female","264"
"Male","132"
"36",""
"Female","129"
"Male","91"
"37",""
"Female","104"
"Male","107"
"38",""
"Female","123"
"Male","81"
"39",""
"Female","134"
"Male","77"
"4",""
"Female","211"
"Male","253"
"40",""
"Female","241"
"Male","168"
"41",""
"Female","88"
"Male","77"
"42",""
"Female","147"
"Male","120"
"43",""
"Female","117"
"Male","86"
"44",""
"Female","106"
"Male","79"
"45",""
"Female","197"
"Male","150"
"46",""
"Female","114"
"Male","90"
"47",""
"Female","96"
"Male","82"
"48",""
"Female","141"
"Male","97"
"49",""
"Female","96"
"Male","100"
"5",""
"Female","225"
"Male","245"
"50",""
"Female","174"
"Male","172"
"51",""
"Female","91"
"Male","95"
"52",""
"Female","110"
"Male","143"
"53",""
"Female","91"
"Male","86"
"54",""
"Female","89"
"Male","93"
"55",""
"Female","135"
"Male","132"
"56",""
"Female","101"
"Male","81"
"57",""
"Female","94"
"Male","94"
"58",""
"Female","72"
"Male","69"
"59",""
"Female","71"
"Male","57"
"6",""
"Female","248"
"Male","238"
"60",""
"Female","107"
"Male","143"
"61",""
"Female","72"
"Male","75"
"62",""
"Female","69"
"Male","71"
"63",""
"Female","46"
"Male","58"
"64",""
"Female","48"
"Male","47"
"65",""
"Female","85"
"Male","65"
"66",""
"Female","32"
"Male","51"
"67",""
"Female","53"
"Male","47"
"68",""
"Female","59"
"Male","43"
"69",""
"Female","27"
"Male","38"
"7",""
"Female","266"
"Male","264"
"70",""
"Female","81"
"Male","71"
"71",""
"Female","31"
"Male","30"
"72",""
"Female","48"
"Male","47"
"73",""
"Female","20"
"Male","26"
"74",""
"Female","23"
"Male","26"
"75",""
"Female","42"
"Male","33"
"76",""
"Female","22"
"Male","26"
"77",""
"Female","28"
"Male","28"
"78",""
"Female","38"
"Male","39"
"79",""
"Female","10"
"Male","15"
"8",""
"Female","257"
"Male","259"
"80",""
"Female","41"
"Male","19"
"81",""
"Female","9"
"Male","12"
"82",""
"Female","11"
"Male","18"
"83",""
"Female","12"
"Male","12"
"84",""
"Female","17"
"Male","15"
"85",""
"Female","70"
"Male","51"
"9",""
"Female","236"
"Male","235"
