"Population by Caste Ethinicity","Number"
"Amat",""
"Female","211"
"Male","254"
"","465"
"Badhaee",""
"Female","159"
"Male","194"
"","353"
"Bangali",""
"Female","119"
"Male","150"
"","269"
"Baraee",""
"Female","964"
"Male","1075"
"","2039"
"Bin",""
"Female","2151"
"Male","2083"
"","4234"
"Brahman - Hill",""
"Female","1592"
"Male","1687"
"","3279"
"Brahman - Tarai",""
"Female","6036"
"Male","6656"
"","12692"
"Chamar/ Harijan/ Ram",""
"Female","2172"
"Male","2258"
"","4430"
"Chepang /Praja",""
"Female","9"
"Male","6"
"","15"
"Chhetri",""
"Female","603"
"Male","573"
"","1176"
"Dalit Others",""
"Female","10"
"Male","8"
"","18"
"Damai/Dholi",""
"Female","99"
"Male","105"
"","204"
"Danuwar",""
"Female","86"
"Male","100"
"","186"
"Dev",""
"Female","8"
"Male","7"
"","15"
"Dhankar/ Dharikar",""
"Female","23"
"Male","28"
"","51"
"Dhanuk",""
"Female","3691"
"Male","3894"
"","7585"
"Dhobi",""
"Female","421"
"Male","494"
"","915"
"Dhunia",""
"Female","248"
"Male","277"
"","525"
"Dom",""
"Female","173"
"Male","176"
"","349"
"Dusadh/ Pasawan/ Pasi",""
"Female","1935"
"Male","1951"
"","3886"
"Gaderi/Bhedihar",""
"Female","117"
"Male","141"
"","258"
"Gharti/Bhujel",""
"Female","62"
"Male","60"
"","122"
"Gurung",""
"Female","37"
"Male","32"
"","69"
"Hajam/Thakur",""
"Female","1197"
"Male","1201"
"","2398"
"Halkhor",""
"Female","368"
"Male","398"
"","766"
"Halwai",""
"Female","1532"
"Male","1677"
"","3209"
"Kalwar",""
"Female","1758"
"Male","1959"
"","3717"
"Kami",""
"Female","406"
"Male","432"
"","838"
"Kanu",""
"Female","491"
"Male","556"
"","1047"
"Kathabaniyan",""
"Female","854"
"Male","1010"
"","1864"
"Kayastha",""
"Female","2185"
"Male","2324"
"","4509"
"Kewat",""
"Female","1931"
"Male","2149"
"","4080"
"Khatwe",""
"Female","1731"
"Male","1725"
"","3456"
"Koiri/Kushwaha",""
"Female","792"
"Male","1029"
"","1821"
"Kumal",""
"Female","88"
"Male","95"
"","183"
"Kumhar",""
"Female","914"
"Male","1073"
"","1987"
"Kurmi",""
"Female","2137"
"Male","2299"
"","4436"
"Lhomi",""
"Female","21"
"Male","11"
"","32"
"Limbu",""
"Female","25"
"Male","28"
"","53"
"Lohar",""
"Female","767"
"Male","891"
"","1658"
"Magar",""
"Female","123"
"Male","142"
"","265"
"Majhi",""
"Female","8"
"Male","4"
"","12"
"Mali",""
"Female","259"
"Male","305"
"","564"
"Mallaha",""
"Female","517"
"Male","531"
"","1048"
"Marwadi",""
"Female","420"
"Male","444"
"","864"
"Meche",""
"Female","66"
"Male","64"
"","130"
"Musahar",""
"Female","1104"
"Male","1076"
"","2180"
"Musalman",""
"Female","7936"
"Male","8126"
"","16062"
"Newar",""
"Female","350"
"Male","363"
"","713"
"Nuniya",""
"Female","1012"
"Male","1094"
"","2106"
"Others",""
"Female","39"
"Male","28"
"","67"
"Punjabi/Sikh",""
"Female","195"
"Male","217"
"","412"
"Rai",""
"Female","60"
"Male","37"
"","97"
"Rajbansi",""
"Female","11"
"Male","14"
"","25"
"Rajbhar",""
"Female","43"
"Male","45"
"","88"
"Rajput",""
"Female","801"
"Male","916"
"","1717"
"Sanyasi/Dasnami",""
"Female","175"
"Male","182"
"","357"
"Sarbaria",""
"Female","30"
"Male","34"
"","64"
"Sarki",""
"Female","64"
"Male","69"
"","133"
"Satar/ Santhal",""
"Female","7"
"Male","10"
"","17"
"Sherpa",""
"Female","10"
"Male","7"
"","17"
"Sonar",""
"Female","1836"
"Male","2083"
"","3919"
"Sudhi",""
"Female","6264"
"Male","6918"
"","13182"
"Sunuwar",""
"Female","136"
"Male","135"
"","271"
"Tamang",""
"Female","143"
"Male","131"
"","274"
"Tatma/Tatwa",""
"Female","2808"
"Male","2702"
"","5510"
"Teli",""
"Female","5601"
"Male","6339"
"","11940"
"Terai Others",""
"Female","397"
"Male","464"
"","861"
"Thakuri",""
"Female","26"
"Male","18"
"","44"
"Tharu",""
"Female","376"
"Male","377"
"","753"
"Undefined Others",""
"Female","99"
"Male","102"
"","201"
"Yadav",""
"Female","8817"
"Male","10207"
"","19024"
"Yakkha",""
"Female","40"
"Male","26"
"","66"
