"Population by Educational Attainment","Number"
"Beginners",""
"Female","355"
"Male","385"
"","740"
"Graduate and Equivalent",""
"Female","2"
"Male","30"
"","32"
"Intermediate and Equivalent",""
"Female","74"
"Male","221"
"","295"
"Level not Stated",""
"Female","35"
"Male","31"
"","66"
"Lower Secondary (Class 6-8)",""
"Female","746"
"Male","1052"
"","1798"
"Non Formal Education",""
"Female","117"
"Male","188"
"","305"
"Others",""
"Female","10"
"Male","3"
"","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","11"
"","11"
"Primary Education (1-5 Class)",""
"Female","2601"
"Male","2853"
"","5454"
"Secondary Level (Class 9-10)",""
"Female","342"
"Male","625"
"","967"
"SLC and Equivalent",""
"Female","149"
"Male","336"
"","485"
