"Population by Single Year of Age","Number"
"0",""
"Female","115"
"Male","118"
"1",""
"Female","100"
"Male","122"
"10",""
"Female","196"
"Male","174"
"11",""
"Female","118"
"Male","119"
"12",""
"Female","195"
"Male","191"
"13",""
"Female","109"
"Male","132"
"14",""
"Female","155"
"Male","152"
"15",""
"Female","121"
"Male","148"
"16",""
"Female","118"
"Male","120"
"17",""
"Female","109"
"Male","120"
"18",""
"Female","137"
"Male","135"
"19",""
"Female","86"
"Male","81"
"2",""
"Female","130"
"Male","118"
"20",""
"Female","120"
"Male","94"
"21",""
"Female","123"
"Male","64"
"22",""
"Female","135"
"Male","89"
"23",""
"Female","79"
"Male","54"
"24",""
"Female","106"
"Male","52"
"25",""
"Female","117"
"Male","59"
"26",""
"Female","89"
"Male","53"
"27",""
"Female","62"
"Male","36"
"28",""
"Female","103"
"Male","71"
"29",""
"Female","41"
"Male","22"
"3",""
"Female","112"
"Male","143"
"30",""
"Female","121"
"Male","88"
"31",""
"Female","54"
"Male","35"
"32",""
"Female","92"
"Male","56"
"33",""
"Female","43"
"Male","26"
"34",""
"Female","52"
"Male","55"
"35",""
"Female","141"
"Male","84"
"36",""
"Female","64"
"Male","58"
"37",""
"Female","40"
"Male","35"
"38",""
"Female","61"
"Male","49"
"39",""
"Female","34"
"Male","32"
"4",""
"Female","139"
"Male","146"
"40",""
"Female","92"
"Male","96"
"41",""
"Female","43"
"Male","47"
"42",""
"Female","45"
"Male","55"
"43",""
"Female","27"
"Male","19"
"44",""
"Female","29"
"Male","42"
"45",""
"Female","113"
"Male","89"
"46",""
"Female","41"
"Male","36"
"47",""
"Female","24"
"Male","34"
"48",""
"Female","49"
"Male","42"
"49",""
"Female","20"
"Male","17"
"5",""
"Female","145"
"Male","133"
"50",""
"Female","80"
"Male","61"
"51",""
"Female","33"
"Male","45"
"52",""
"Female","39"
"Male","33"
"53",""
"Female","23"
"Male","23"
"54",""
"Female","18"
"Male","23"
"55",""
"Female","70"
"Male","57"
"56",""
"Female","35"
"Male","32"
"57",""
"Female","24"
"Male","22"
"58",""
"Female","31"
"Male","36"
"59",""
"Female","21"
"Male","12"
"6",""
"Female","131"
"Male","126"
"60",""
"Female","101"
"Male","62"
"61",""
"Female","29"
"Male","35"
"62",""
"Female","36"
"Male","25"
"63",""
"Female","18"
"Male","17"
"64",""
"Female","20"
"Male","27"
"65",""
"Female","66"
"Male","62"
"66",""
"Female","18"
"Male","20"
"67",""
"Female","18"
"Male","15"
"68",""
"Female","29"
"Male","41"
"69",""
"Female","11"
"Male","15"
"7",""
"Female","133"
"Male","98"
"70",""
"Female","49"
"Male","34"
"71",""
"Female","22"
"Male","22"
"72",""
"Female","24"
"Male","18"
"73",""
"Female","7"
"Male","10"
"74",""
"Female","11"
"Male","11"
"75",""
"Female","26"
"Male","19"
"76",""
"Female","15"
"Male","10"
"77",""
"Female","3"
"Male","3"
"78",""
"Female","15"
"Male","19"
"79",""
"Female","1"
"Male","6"
"8",""
"Female","157"
"Male","164"
"80",""
"Female","15"
"Male","11"
"81",""
"Female","7"
"Male","6"
"82",""
"Female","6"
"Male","6"
"83",""
"Female","1"
"Male","4"
"84",""
"Female","0"
"Male","4"
"85",""
"Female","10"
"Male","21"
"9",""
"Female","118"
"Male","106"
