"Population by Educational Attainment","Number"
"Beginners",""
"Female","189"
"Male","186"
"Graduate and Equivalent",""
"Female","11"
"Male","58"
"Intermediate and Equivalent",""
"Female","98"
"Male","145"
"Level not Stated",""
"Female","8"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","533"
"Male","818"
"Non Formal Education",""
"Female","66"
"Male","49"
"Others",""
"Female","2"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","1361"
"Male","1480"
"Secondary Level (Class 9-10)",""
"Female","218"
"Male","563"
"SLC and Equivalent",""
"Female","139"
"Male","245"
