"Population by Educational Attainment","Number"
"Beginners",""
"Female","397"
"Male","466"
"","863"
"Graduate and Equivalent",""
"Female","10"
"Male","97"
"","107"
"Intermediate and Equivalent",""
"Female","114"
"Male","377"
"","491"
"Level not Stated",""
"Female","32"
"Male","67"
"","99"
"Lower Secondary (Class 6-8)",""
"Female","867"
"Male","1404"
"","2271"
"Non Formal Education",""
"Female","178"
"Male","266"
"","444"
"Others",""
"Female","6"
"Male","6"
"","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","18"
"","19"
"Primary Education (1-5 Class)",""
"Female","2637"
"Male","3194"
"","5831"
"Secondary Level (Class 9-10)",""
"Female","351"
"Male","728"
"","1079"
"SLC and Equivalent",""
"Female","162"
"Male","452"
"","614"
