"Population by Caste Ethinicity","Number"
"Badi",""
"Female","167"
"Male","139"
"","306"
"Bote",""
"Female","50"
"Male","24"
"","74"
"Brahman - Hill",""
"Female","168"
"Male","147"
"","315"
"Chhetri",""
"Female","1004"
"Male","731"
"","1735"
"Damai/Dholi",""
"Female","334"
"Male","245"
"","579"
"Darai",""
"Female","238"
"Male","196"
"","434"
"Gharti/Bhujel",""
"Female","37"
"Male","37"
"","74"
"Gurung",""
"Female","188"
"Male","160"
"","348"
"Kami",""
"Female","1030"
"Male","755"
"","1785"
"Kumal",""
"Female","137"
"Male","79"
"","216"
"Magar",""
"Female","9579"
"Male","7300"
"","16879"
"Majhi",""
"Female","44"
"Male","22"
"","66"
"Musalman",""
"Female","9"
"Male","12"
"","21"
"Newar",""
"Female","538"
"Male","410"
"","948"
"Others",""
"Female","29"
"Male","18"
"","47"
"Sanyasi/Dasnami",""
"Female","82"
"Male","59"
"","141"
"Sarki",""
"Female","649"
"Male","482"
"","1131"
"Terai Others",""
"Female","11"
"Male","7"
"","18"
"Thakuri",""
"Female","436"
"Male","317"
"","753"
