"Population by disability type","Number"
"Blind/low vision",""
"Female","138"
"Male","121"
"","259"
"Deaf/hard of hearing",""
"Female","96"
"Male","119"
"","215"
"Deaf-Blind",""
"Female","6"
"Male","9"
"","15"
"Intellectual disable",""
"Female","7"
"Male","9"
"","16"
"Mental disable",""
"Female","33"
"Male","21"
"","54"
"Multiple disable",""
"Female","36"
"Male","33"
"","69"
"No disability",""
"Female","16461"
"Male","15843"
"","32304"
"Physical",""
"Female","224"
"Male","257"
"","481"
"Speech problem",""
"Female","56"
"Male","46"
"","102"
