"Population by Single Year of Age","Number"
"0",""
"Female","396"
"Male","481"
"1",""
"Female","360"
"Male","425"
"10",""
"Female","1077"
"Male","1334"
"11",""
"Female","591"
"Male","651"
"12",""
"Female","977"
"Male","1133"
"13",""
"Female","733"
"Male","854"
"14",""
"Female","754"
"Male","901"
"15",""
"Female","777"
"Male","927"
"16",""
"Female","829"
"Male","904"
"17",""
"Female","581"
"Male","621"
"18",""
"Female","885"
"Male","992"
"19",""
"Female","488"
"Male","544"
"2",""
"Female","618"
"Male","658"
"20",""
"Female","1042"
"Male","893"
"21",""
"Female","440"
"Male","433"
"22",""
"Female","732"
"Male","704"
"23",""
"Female","500"
"Male","396"
"24",""
"Female","487"
"Male","446"
"25",""
"Female","1300"
"Male","1034"
"26",""
"Female","403"
"Male","394"
"27",""
"Female","363"
"Male","366"
"28",""
"Female","711"
"Male","608"
"29",""
"Female","206"
"Male","237"
"3",""
"Female","722"
"Male","771"
"30",""
"Female","1512"
"Male","1188"
"31",""
"Female","130"
"Male","154"
"32",""
"Female","542"
"Male","517"
"33",""
"Female","266"
"Male","214"
"34",""
"Female","216"
"Male","204"
"35",""
"Female","1443"
"Male","1454"
"36",""
"Female","276"
"Male","252"
"37",""
"Female","161"
"Male","224"
"38",""
"Female","433"
"Male","398"
"39",""
"Female","113"
"Male","141"
"4",""
"Female","643"
"Male","706"
"40",""
"Female","1182"
"Male","1281"
"41",""
"Female","100"
"Male","150"
"42",""
"Female","287"
"Male","308"
"43",""
"Female","139"
"Male","153"
"44",""
"Female","92"
"Male","106"
"45",""
"Female","978"
"Male","1181"
"46",""
"Female","125"
"Male","134"
"47",""
"Female","85"
"Male","123"
"48",""
"Female","261"
"Male","274"
"49",""
"Female","84"
"Male","95"
"5",""
"Female","899"
"Male","955"
"50",""
"Female","804"
"Male","871"
"51",""
"Female","64"
"Male","122"
"52",""
"Female","138"
"Male","205"
"53",""
"Female","75"
"Male","92"
"54",""
"Female","74"
"Male","80"
"55",""
"Female","635"
"Male","679"
"56",""
"Female","79"
"Male","104"
"57",""
"Female","63"
"Male","107"
"58",""
"Female","170"
"Male","173"
"59",""
"Female","60"
"Male","78"
"6",""
"Female","777"
"Male","761"
"60",""
"Female","568"
"Male","720"
"61",""
"Female","47"
"Male","70"
"62",""
"Female","113"
"Male","127"
"63",""
"Female","63"
"Male","56"
"64",""
"Female","38"
"Male","57"
"65",""
"Female","395"
"Male","427"
"66",""
"Female","38"
"Male","38"
"67",""
"Female","27"
"Male","45"
"68",""
"Female","80"
"Male","118"
"69",""
"Female","20"
"Male","29"
"7",""
"Female","835"
"Male","866"
"70",""
"Female","348"
"Male","359"
"71",""
"Female","19"
"Male","32"
"72",""
"Female","41"
"Male","79"
"73",""
"Female","15"
"Male","16"
"74",""
"Female","14"
"Male","18"
"75",""
"Female","156"
"Male","174"
"76",""
"Female","12"
"Male","18"
"77",""
"Female","7"
"Male","15"
"78",""
"Female","18"
"Male","32"
"79",""
"Female","7"
"Male","11"
"8",""
"Female","953"
"Male","1096"
"80",""
"Female","96"
"Male","121"
"81",""
"Female","9"
"Male","7"
"82",""
"Female","4"
"Male","9"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","4"
"Male","5"
"85",""
"Female","105"
"Male","100"
"9",""
"Female","536"
"Male","615"
