"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","505"
"Graduate and Equivalent",""
"Female","733"
"Male","2046"
"Intermediate and Equivalent",""
"Female","1675"
"Male","3128"
"Level not Stated",""
"Female","142"
"Male","175"
"Lower Secondary (Class 6-8)",""
"Female","3495"
"Male","4438"
"Non Formal Education",""
"Female","156"
"Male","124"
"Others",""
"Female","23"
"Male","42"
"Post Graduate Equivalent and Above",""
"Female","126"
"Male","600"
"Primary Education (1-5 Class)",""
"Female","6335"
"Male","7278"
"Secondary Level (Class 9-10)",""
"Female","2322"
"Male","3977"
"SLC and Equivalent",""
"Female","2191"
"Male","3433"
