"Population by Single Year of Age","Number"
"0",""
"Female","141"
"Male","150"
"1",""
"Female","149"
"Male","157"
"10",""
"Female","220"
"Male","209"
"11",""
"Female","174"
"Male","199"
"12",""
"Female","197"
"Male","212"
"13",""
"Female","223"
"Male","223"
"14",""
"Female","197"
"Male","183"
"15",""
"Female","220"
"Male","204"
"16",""
"Female","167"
"Male","172"
"17",""
"Female","161"
"Male","178"
"18",""
"Female","196"
"Male","181"
"19",""
"Female","138"
"Male","127"
"2",""
"Female","160"
"Male","137"
"20",""
"Female","128"
"Male","109"
"21",""
"Female","100"
"Male","87"
"22",""
"Female","163"
"Male","103"
"23",""
"Female","96"
"Male","84"
"24",""
"Female","95"
"Male","49"
"25",""
"Female","161"
"Male","82"
"26",""
"Female","100"
"Male","58"
"27",""
"Female","94"
"Male","71"
"28",""
"Female","100"
"Male","59"
"29",""
"Female","66"
"Male","58"
"3",""
"Female","146"
"Male","162"
"30",""
"Female","149"
"Male","78"
"31",""
"Female","48"
"Male","63"
"32",""
"Female","95"
"Male","65"
"33",""
"Female","66"
"Male","51"
"34",""
"Female","57"
"Male","32"
"35",""
"Female","118"
"Male","84"
"36",""
"Female","57"
"Male","61"
"37",""
"Female","61"
"Male","40"
"38",""
"Female","62"
"Male","73"
"39",""
"Female","57"
"Male","42"
"4",""
"Female","191"
"Male","188"
"40",""
"Female","123"
"Male","101"
"41",""
"Female","61"
"Male","60"
"42",""
"Female","93"
"Male","63"
"43",""
"Female","64"
"Male","52"
"44",""
"Female","58"
"Male","55"
"45",""
"Female","96"
"Male","63"
"46",""
"Female","68"
"Male","51"
"47",""
"Female","67"
"Male","60"
"48",""
"Female","51"
"Male","61"
"49",""
"Female","49"
"Male","63"
"5",""
"Female","197"
"Male","211"
"50",""
"Female","78"
"Male","91"
"51",""
"Female","44"
"Male","42"
"52",""
"Female","48"
"Male","52"
"53",""
"Female","54"
"Male","54"
"54",""
"Female","40"
"Male","51"
"55",""
"Female","64"
"Male","78"
"56",""
"Female","41"
"Male","42"
"57",""
"Female","40"
"Male","42"
"58",""
"Female","50"
"Male","27"
"59",""
"Female","29"
"Male","34"
"6",""
"Female","220"
"Male","198"
"60",""
"Female","52"
"Male","47"
"61",""
"Female","31"
"Male","41"
"62",""
"Female","39"
"Male","54"
"63",""
"Female","20"
"Male","21"
"64",""
"Female","33"
"Male","34"
"65",""
"Female","52"
"Male","34"
"66",""
"Female","30"
"Male","24"
"67",""
"Female","39"
"Male","42"
"68",""
"Female","31"
"Male","47"
"69",""
"Female","17"
"Male","21"
"7",""
"Female","253"
"Male","219"
"70",""
"Female","33"
"Male","37"
"71",""
"Female","21"
"Male","28"
"72",""
"Female","20"
"Male","24"
"73",""
"Female","14"
"Male","18"
"74",""
"Female","14"
"Male","14"
"75",""
"Female","27"
"Male","29"
"76",""
"Female","16"
"Male","12"
"77",""
"Female","21"
"Male","18"
"78",""
"Female","16"
"Male","13"
"79",""
"Female","9"
"Male","4"
"8",""
"Female","244"
"Male","213"
"80",""
"Female","21"
"Male","13"
"81",""
"Female","7"
"Male","7"
"82",""
"Female","6"
"Male","9"
"83",""
"Female","7"
"Male","4"
"84",""
"Female","8"
"Male","11"
"85",""
"Female","45"
"Male","21"
"9",""
"Female","204"
"Male","190"
