"Population by disability type","Number"
"Blind/low vision",""
"Female","65"
"Male","76"
"","141"
"Deaf/hard of hearing",""
"Female","60"
"Male","67"
"","127"
"Deaf-Blind",""
"Female","9"
"Male","10"
"","19"
"Intellectual disable",""
"Female","3"
"Male","8"
"","11"
"Mental disable",""
"Female","10"
"Male","8"
"","18"
"Multiple disable",""
"Female","16"
"Male","23"
"","39"
"No disability",""
"Female","10459"
"Male","10027"
"","20486"
"Physical",""
"Female","141"
"Male","187"
"","328"
"Speech problem",""
"Female","30"
"Male","34"
"","64"
