"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","14"
"Male","8"
"Badi",""
"Female","5"
"Male","6"
"Bangali",""
"Female","21"
"Male","21"
"Bantaba",""
"Female","20"
"Male","25"
"Brahman - Hill",""
"Female","6767"
"Male","5560"
"Brahman - Tarai",""
"Female","8"
"Male","6"
"Chamling",""
"Female","21"
"Male","14"
"Chhetri",""
"Female","4849"
"Male","3859"
"Dalit Others",""
"Female","12"
"Male","14"
"Damai/Dholi",""
"Female","571"
"Male","524"
"Danuwar",""
"Female","28"
"Male","19"
"Dhanuk",""
"Female","6"
"Male","10"
"Dhimal",""
"Female","380"
"Male","357"
"Gharti/Bhujel",""
"Female","304"
"Male","247"
"Gurung",""
"Female","408"
"Male","307"
"Hajam/Thakur",""
"Female","54"
"Male","56"
"Halwai",""
"Female","35"
"Male","26"
"Jhangad/ Dhagar",""
"Female","97"
"Male","82"
"Kalwar",""
"Female","10"
"Male","7"
"Kami",""
"Female","796"
"Male","698"
"Kayastha",""
"Female","11"
"Male","11"
"Khawas",""
"Female","27"
"Male","21"
"Kumal",""
"Female","23"
"Male","14"
"Limbu",""
"Female","2397"
"Male","2038"
"Lohar",""
"Female","5"
"Male","7"
"Magar",""
"Female","489"
"Male","436"
"Majhi",""
"Female","236"
"Male","225"
"Mallaha",""
"Female","16"
"Male","18"
"Meche",""
"Female","37"
"Male","27"
"Munda",""
"Female","5"
"Male","6"
"Musahar",""
"Female","132"
"Male","137"
"Musalman",""
"Female","105"
"Male","109"
"Newar",""
"Female","748"
"Male","622"
"Others",""
"Female","65"
"Male","53"
"Punjabi/Sikh",""
"Female","19"
"Male","21"
"Rai",""
"Female","2320"
"Male","1890"
"Rajbansi",""
"Female","295"
"Male","255"
"Sanyasi/Dasnami",""
"Female","57"
"Male","30"
"Sarki",""
"Female","176"
"Male","187"
"Satar/ Santhal",""
"Female","824"
"Male","808"
"Sherpa",""
"Female","20"
"Male","20"
"Sonar",""
"Female","21"
"Male","29"
"Sudhi",""
"Female","20"
"Male","22"
"Sunuwar",""
"Female","68"
"Male","59"
"Tajpuriya",""
"Female","564"
"Male","518"
"Tamang",""
"Female","551"
"Male","472"
"Teli",""
"Female","128"
"Male","144"
"Terai Others",""
"Female","21"
"Male","21"
"Thakuri",""
"Female","30"
"Male","22"
"Tharu",""
"Female","182"
"Male","168"
"Undefined Others",""
"Female","32"
"Male","29"
"Yadav",""
"Female","10"
"Male","11"
"Yakkha",""
"Female","29"
"Male","20"
