"Population by Educational Attainment","Number"
"Beginners",""
"Female","119"
"Male","119"
"","238"
"Graduate and Equivalent",""
"Female","45"
"Male","181"
"","226"
"Intermediate and Equivalent",""
"Female","198"
"Male","470"
"","668"
"Level not Stated",""
"Female","17"
"Male","24"
"","41"
"Lower Secondary (Class 6-8)",""
"Female","878"
"Male","1484"
"","2362"
"Non Formal Education",""
"Female","13"
"Male","9"
"","22"
"Others",""
"Female","24"
"Male","43"
"","67"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","76"
"","99"
"Primary Education (1-5 Class)",""
"Female","2531"
"Male","3125"
"","5656"
"Secondary Level (Class 9-10)",""
"Female","457"
"Male","945"
"","1402"
"SLC and Equivalent",""
"Female","234"
"Male","553"
"","787"
