"Population by Educational Attainment","Number"
"Beginners",""
"Female","31"
"Male","31"
"Graduate and Equivalent",""
"Female","20"
"Male","127"
"Intermediate and Equivalent",""
"Female","130"
"Male","337"
"Level not Stated",""
"Female","9"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","697"
"Male","984"
"Non Formal Education",""
"Female","2"
"Male","1"
"Others",""
"Female","0"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","24"
"Primary Education (1-5 Class)",""
"Female","1727"
"Male","2065"
"Secondary Level (Class 9-10)",""
"Female","290"
"Male","668"
"SLC and Equivalent",""
"Female","314"
"Male","645"
