"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","60"
"Male","60"
"Baraee",""
"Female","98"
"Male","80"
"Brahman - Hill",""
"Female","47"
"Male","52"
"Brahman - Tarai",""
"Female","33"
"Male","47"
"Chamar/ Harijan/ Ram",""
"Female","325"
"Male","325"
"Chhetri",""
"Female","13"
"Male","7"
"Danuwar",""
"Female","123"
"Male","111"
"Dhanuk",""
"Female","124"
"Male","104"
"Dhobi",""
"Female","53"
"Male","61"
"Dom",""
"Female","9"
"Male","14"
"Dusadh/ Pasawan/ Pasi",""
"Female","356"
"Male","342"
"Hajam/Thakur",""
"Female","137"
"Male","112"
"Halwai",""
"Female","29"
"Male","25"
"Kalwar",""
"Female","77"
"Male","70"
"Kami",""
"Female","8"
"Male","6"
"Kathabaniyan",""
"Female","82"
"Male","78"
"Kayastha",""
"Female","8"
"Male","12"
"Kewat",""
"Female","72"
"Male","58"
"Khatwe",""
"Female","411"
"Male","356"
"Koiri/Kushwaha",""
"Female","97"
"Male","84"
"Kumhar",""
"Female","21"
"Male","12"
"Kurmi",""
"Female","12"
"Male","11"
"Lohar",""
"Female","9"
"Male","4"
"Majhi",""
"Female","60"
"Male","49"
"Mallaha",""
"Female","164"
"Male","135"
"Marwadi",""
"Female","10"
"Male","11"
"Musahar",""
"Female","848"
"Male","830"
"Musalman",""
"Female","759"
"Male","596"
"Others",""
"Female","21"
"Male","4"
"Rajdhob",""
"Female","32"
"Male","25"
"Sanyasi/Dasnami",""
"Female","52"
"Male","36"
"Sonar",""
"Female","25"
"Male","36"
"Sudhi",""
"Female","48"
"Male","42"
"Tatma/Tatwa",""
"Female","232"
"Male","210"
"Teli",""
"Female","191"
"Male","159"
"Terai Others",""
"Female","126"
"Male","107"
"Tharu",""
"Female","450"
"Male","395"
"Undefined Others",""
"Female","13"
"Male","13"
"Yadav",""
"Female","4461"
"Male","4183"
