"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","79"
"Male","71"
"Baraee",""
"Female","22"
"Male","27"
"Bin",""
"Female","148"
"Male","167"
"Brahman - Hill",""
"Female","22"
"Male","11"
"Brahman - Tarai",""
"Female","104"
"Male","94"
"Chamar/ Harijan/ Ram",""
"Female","579"
"Male","616"
"Chhetri",""
"Female","20"
"Male","16"
"Danuwar",""
"Female","92"
"Male","86"
"Dhanuk",""
"Female","49"
"Male","52"
"Dhobi",""
"Female","254"
"Male","273"
"Dhunia",""
"Female","34"
"Male","32"
"Dom",""
"Female","11"
"Male","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","754"
"Male","786"
"Gaderi/Bhedihar",""
"Female","57"
"Male","44"
"Gharti/Bhujel",""
"Female","13"
"Male","12"
"Hajam/Thakur",""
"Female","227"
"Male","250"
"Halwai",""
"Female","121"
"Male","111"
"Kahar",""
"Female","28"
"Male","30"
"Kalwar",""
"Female","208"
"Male","245"
"Kanu",""
"Female","239"
"Male","267"
"Kathabaniyan",""
"Female","324"
"Male","321"
"Kayastha",""
"Female","41"
"Male","37"
"Kewat",""
"Female","604"
"Male","644"
"Khatwe",""
"Female","21"
"Male","28"
"Koiri/Kushwaha",""
"Female","1033"
"Male","1095"
"Kumhar",""
"Female","207"
"Male","220"
"Kurmi",""
"Female","658"
"Male","723"
"Lohar",""
"Female","249"
"Male","272"
"Mali",""
"Female","83"
"Male","63"
"Mallaha",""
"Female","352"
"Male","356"
"Musahar",""
"Female","703"
"Male","730"
"Musalman",""
"Female","2063"
"Male","1903"
"Nuniya",""
"Female","80"
"Male","75"
"Others",""
"Female","48"
"Male","20"
"Rai",""
"Female","12"
"Male","12"
"Rajput",""
"Female","5"
"Male","7"
"Sanyasi/Dasnami",""
"Female","44"
"Male","38"
"Sarbaria",""
"Female","45"
"Male","36"
"Sonar",""
"Female","185"
"Male","205"
"Sudhi",""
"Female","256"
"Male","271"
"Tatma/Tatwa",""
"Female","473"
"Male","544"
"Teli",""
"Female","1475"
"Male","1682"
"Terai Others",""
"Female","22"
"Male","23"
"Tharu",""
"Female","180"
"Male","189"
"Undefined Others",""
"Female","14"
"Male","25"
"Yadav",""
"Female","2313"
"Male","2559"
