"Population by Educational Attainment","Number"
"Beginners",""
"Female","411"
"Male","473"
"","884"
"Graduate and Equivalent",""
"Female","21"
"Male","45"
"","66"
"Intermediate and Equivalent",""
"Female","140"
"Male","119"
"","259"
"Level not Stated",""
"Female","6"
"Male","12"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","1617"
"Male","1288"
"","2905"
"Non Formal Education",""
"Female","727"
"Male","580"
"","1307"
"Others",""
"Female","4"
"Male","6"
"","10"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","17"
"","22"
"Primary Education (1-5 Class)",""
"Female","3745"
"Male","3718"
"","7463"
"Secondary Level (Class 9-10)",""
"Female","489"
"Male","557"
"","1046"
"SLC and Equivalent",""
"Female","343"
"Male","373"
"","716"
