"Population by disability type","Number"
"Blind/low vision",""
"Female","84"
"Male","71"
"","155"
"Deaf/hard of hearing",""
"Female","76"
"Male","85"
"","161"
"Deaf-Blind",""
"Female","2"
"Male","3"
"","5"
"Intellectual disable",""
"Female","5"
"Male","11"
"","16"
"Mental disable",""
"Female","15"
"Male","10"
"","25"
"Multiple disable",""
"Female","34"
"Male","30"
"","64"
"No disability",""
"Female","13929"
"Male","10704"
"","24633"
"Physical",""
"Female","89"
"Male","136"
"","225"
"Speech problem",""
"Female","52"
"Male","53"
"","105"
