"Population by Single Year of Age","Number"
"0",""
"Female","101"
"Male","111"
"1",""
"Female","91"
"Male","114"
"10",""
"Female","155"
"Male","149"
"11",""
"Female","140"
"Male","134"
"12",""
"Female","159"
"Male","151"
"13",""
"Female","143"
"Male","159"
"14",""
"Female","140"
"Male","155"
"15",""
"Female","154"
"Male","175"
"16",""
"Female","184"
"Male","142"
"17",""
"Female","162"
"Male","159"
"18",""
"Female","164"
"Male","172"
"19",""
"Female","139"
"Male","108"
"2",""
"Female","128"
"Male","113"
"20",""
"Female","141"
"Male","100"
"21",""
"Female","91"
"Male","102"
"22",""
"Female","121"
"Male","112"
"23",""
"Female","98"
"Male","66"
"24",""
"Female","91"
"Male","92"
"25",""
"Female","104"
"Male","63"
"26",""
"Female","79"
"Male","57"
"27",""
"Female","86"
"Male","66"
"28",""
"Female","85"
"Male","49"
"29",""
"Female","62"
"Male","46"
"3",""
"Female","113"
"Male","111"
"30",""
"Female","85"
"Male","82"
"31",""
"Female","58"
"Male","48"
"32",""
"Female","61"
"Male","52"
"33",""
"Female","54"
"Male","41"
"34",""
"Female","54"
"Male","45"
"35",""
"Female","66"
"Male","68"
"36",""
"Female","61"
"Male","49"
"37",""
"Female","71"
"Male","54"
"38",""
"Female","74"
"Male","62"
"39",""
"Female","53"
"Male","39"
"4",""
"Female","135"
"Male","135"
"40",""
"Female","81"
"Male","83"
"41",""
"Female","51"
"Male","40"
"42",""
"Female","46"
"Male","47"
"43",""
"Female","39"
"Male","55"
"44",""
"Female","52"
"Male","54"
"45",""
"Female","60"
"Male","40"
"46",""
"Female","49"
"Male","44"
"47",""
"Female","55"
"Male","40"
"48",""
"Female","63"
"Male","46"
"49",""
"Female","42"
"Male","44"
"5",""
"Female","137"
"Male","143"
"50",""
"Female","72"
"Male","88"
"51",""
"Female","39"
"Male","55"
"52",""
"Female","61"
"Male","61"
"53",""
"Female","45"
"Male","51"
"54",""
"Female","52"
"Male","47"
"55",""
"Female","51"
"Male","58"
"56",""
"Female","57"
"Male","50"
"57",""
"Female","43"
"Male","46"
"58",""
"Female","47"
"Male","37"
"59",""
"Female","30"
"Male","29"
"6",""
"Female","147"
"Male","149"
"60",""
"Female","60"
"Male","51"
"61",""
"Female","42"
"Male","36"
"62",""
"Female","41"
"Male","48"
"63",""
"Female","33"
"Male","29"
"64",""
"Female","27"
"Male","28"
"65",""
"Female","40"
"Male","43"
"66",""
"Female","17"
"Male","22"
"67",""
"Female","27"
"Male","19"
"68",""
"Female","28"
"Male","25"
"69",""
"Female","30"
"Male","24"
"7",""
"Female","164"
"Male","182"
"70",""
"Female","27"
"Male","31"
"71",""
"Female","14"
"Male","18"
"72",""
"Female","22"
"Male","16"
"73",""
"Female","20"
"Male","22"
"74",""
"Female","10"
"Male","12"
"75",""
"Female","31"
"Male","38"
"76",""
"Female","11"
"Male","20"
"77",""
"Female","20"
"Male","21"
"78",""
"Female","11"
"Male","15"
"79",""
"Female","12"
"Male","7"
"8",""
"Female","150"
"Male","148"
"80",""
"Female","11"
"Male","9"
"81",""
"Female","3"
"Male","4"
"82",""
"Female","6"
"Male","9"
"83",""
"Female","7"
"Male","3"
"84",""
"Female","3"
"Male","3"
"85",""
"Female","14"
"Male","13"
"9",""
"Female","157"
"Male","168"
