"Population by Educational Attainment","Number"
"Beginners",""
"Female","49"
"Male","45"
"Graduate and Equivalent",""
"Female","13"
"Male","26"
"Intermediate and Equivalent",""
"Female","42"
"Male","93"
"Level not Stated",""
"Female","22"
"Male","29"
"Lower Secondary (Class 6-8)",""
"Female","771"
"Male","768"
"Non Formal Education",""
"Female","199"
"Male","187"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","1843"
"Male","2130"
"Secondary Level (Class 9-10)",""
"Female","415"
"Male","501"
"SLC and Equivalent",""
"Female","220"
"Male","240"
