"Population by disability type","Number"
"Blind/low vision",""
"Female","37"
"Male","32"
"","69"
"Deaf/hard of hearing",""
"Female","31"
"Male","29"
"","60"
"Deaf-Blind",""
"Female","0"
"Male","3"
"","3"
"Intellectual disable",""
"Female","11"
"Male","7"
"","18"
"Mental disable",""
"Female","18"
"Male","13"
"","31"
"Multiple disable",""
"Female","13"
"Male","27"
"","40"
"No disability",""
"Female","14368"
"Male","10740"
"","25108"
"Physical",""
"Female","83"
"Male","93"
"","176"
"Speech problem",""
"Female","38"
"Male","40"
"","78"
