"Population by Single Year of Age","Number"
"0",""
"Female","288"
"Male","352"
"1",""
"Female","259"
"Male","289"
"10",""
"Female","347"
"Male","368"
"11",""
"Female","221"
"Male","210"
"12",""
"Female","324"
"Male","317"
"13",""
"Female","253"
"Male","240"
"14",""
"Female","242"
"Male","213"
"15",""
"Female","255"
"Male","172"
"16",""
"Female","233"
"Male","175"
"17",""
"Female","136"
"Male","116"
"18",""
"Female","218"
"Male","169"
"19",""
"Female","128"
"Male","80"
"2",""
"Female","339"
"Male","376"
"20",""
"Female","253"
"Male","149"
"21",""
"Female","120"
"Male","77"
"22",""
"Female","186"
"Male","143"
"23",""
"Female","144"
"Male","102"
"24",""
"Female","155"
"Male","89"
"25",""
"Female","258"
"Male","115"
"26",""
"Female","164"
"Male","82"
"27",""
"Female","130"
"Male","77"
"28",""
"Female","203"
"Male","128"
"29",""
"Female","88"
"Male","56"
"3",""
"Female","353"
"Male","364"
"30",""
"Female","269"
"Male","157"
"31",""
"Female","59"
"Male","49"
"32",""
"Female","137"
"Male","89"
"33",""
"Female","88"
"Male","54"
"34",""
"Female","89"
"Male","53"
"35",""
"Female","247"
"Male","174"
"36",""
"Female","80"
"Male","76"
"37",""
"Female","66"
"Male","53"
"38",""
"Female","110"
"Male","91"
"39",""
"Female","41"
"Male","35"
"4",""
"Female","349"
"Male","378"
"40",""
"Female","277"
"Male","155"
"41",""
"Female","29"
"Male","37"
"42",""
"Female","64"
"Male","57"
"43",""
"Female","62"
"Male","30"
"44",""
"Female","36"
"Male","35"
"45",""
"Female","145"
"Male","122"
"46",""
"Female","51"
"Male","39"
"47",""
"Female","47"
"Male","38"
"48",""
"Female","97"
"Male","64"
"49",""
"Female","31"
"Male","19"
"5",""
"Female","363"
"Male","342"
"50",""
"Female","193"
"Male","119"
"51",""
"Female","30"
"Male","24"
"52",""
"Female","51"
"Male","55"
"53",""
"Female","27"
"Male","41"
"54",""
"Female","44"
"Male","33"
"55",""
"Female","114"
"Male","72"
"56",""
"Female","33"
"Male","27"
"57",""
"Female","32"
"Male","37"
"58",""
"Female","62"
"Male","62"
"59",""
"Female","27"
"Male","29"
"6",""
"Female","318"
"Male","313"
"60",""
"Female","189"
"Male","117"
"61",""
"Female","53"
"Male","41"
"62",""
"Female","60"
"Male","46"
"63",""
"Female","45"
"Male","28"
"64",""
"Female","33"
"Male","21"
"65",""
"Female","121"
"Male","73"
"66",""
"Female","20"
"Male","22"
"67",""
"Female","19"
"Male","25"
"68",""
"Female","29"
"Male","34"
"69",""
"Female","21"
"Male","14"
"7",""
"Female","292"
"Male","282"
"70",""
"Female","87"
"Male","61"
"71",""
"Female","15"
"Male","18"
"72",""
"Female","25"
"Male","25"
"73",""
"Female","12"
"Male","16"
"74",""
"Female","20"
"Male","9"
"75",""
"Female","45"
"Male","16"
"76",""
"Female","10"
"Male","11"
"77",""
"Female","9"
"Male","3"
"78",""
"Female","16"
"Male","8"
"79",""
"Female","3"
"Male","5"
"8",""
"Female","338"
"Male","325"
"80",""
"Female","25"
"Male","20"
"81",""
"Female","2"
"Male","3"
"82",""
"Female","4"
"Male","2"
"83",""
"Female","3"
"Male","0"
"84",""
"Female","3"
"Male","0"
"85",""
"Female","15"
"Male","12"
"9",""
"Female","215"
"Male","226"
