"Population by Mother tongue","Number"
"Achhami",""
"Female","28"
"Male","74"
"","102"
"Assami",""
"Female","11"
"Male","17"
"","28"
"Athpariya",""
"Female","6"
"Male","7"
"","13"
"Avadhi",""
"Female","256"
"Male","459"
"","715"
"Bahing",""
"Female","148"
"Male","153"
"","301"
"Baitadeli",""
"Female","46"
"Male","100"
"","146"
"Bajhangi",""
"Female","28"
"Male","60"
"","88"
"Bajjika",""
"Female","67"
"Male","280"
"","347"
"Bangla",""
"Female","889"
"Male","3039"
"","3928"
"Bankariya",""
"Female","38"
"Male","24"
"","62"
"Bantawa",""
"Female","633"
"Male","606"
"","1239"
"Belhare",""
"Female","6"
"Male","10"
"","16"
"Bhojpuri",""
"Female","12684"
"Male","27480"
"","40164"
"Bhujel",""
"Female","189"
"Male","194"
"","383"
"Bote",""
"Female","1074"
"Male","954"
"","2028"
"Chamling",""
"Female","726"
"Male","659"
"","1385"
"Chepang",""
"Female","22712"
"Male","23227"
"","45939"
"Chhantyal",""
"Female","164"
"Male","163"
"","327"
"Chinese",""
"Female","28"
"Male","58"
"","86"
"Danuwar",""
"Female","14894"
"Male","13052"
"","27946"
"Darai",""
"Female","3545"
"Male","3131"
"","6676"
"Dhimal",""
"Female","210"
"Male","196"
"","406"
"Doteli",""
"Female","897"
"Male","1917"
"","2814"
"Dumi",""
"Female","39"
"Male","47"
"","86"
"Dungmali",""
"Female","12"
"Male","12"
"","24"
"Dura",""
"Female","44"
"Male","46"
"","90"
"English",""
"Female","582"
"Male","756"
"","1338"
"French",""
"Female","15"
"Male","14"
"","29"
"Ghale",""
"Female","2059"
"Male","1548"
"","3607"
"Gurung",""
"Female","27188"
"Male","23512"
"","50700"
"Hayu/Vayu",""
"Female","721"
"Male","651"
"","1372"
"Hindi",""
"Female","9337"
"Male","17093"
"","26430"
"Hyolmo/Yholmo",""
"Female","4124"
"Male","3923"
"","8047"
"Jero/Jerung",""
"Female","27"
"Male","21"
"","48"
"Jirel",""
"Female","2412"
"Male","2166"
"","4578"
"Khaling",""
"Female","124"
"Male","129"
"","253"
"Kham",""
"Female","341"
"Male","281"
"","622"
"Khash",""
"Female","12"
"Male","26"
"","38"
"Kulung",""
"Female","173"
"Male","226"
"","399"
"Kumal",""
"Female","1620"
"Male","1526"
"","3146"
"Lapcha",""
"Female","1995"
"Male","1847"
"","3842"
"Lhomi",""
"Female","26"
"Male","27"
"","53"
"Limbu",""
"Female","4508"
"Male","4548"
"","9056"
"Lohorung",""
"Female","17"
"Male","18"
"","35"
"Magahi",""
"Female","6"
"Male","11"
"","17"
"Magar",""
"Female","51401"
"Male","47372"
"","98773"
"Maithili",""
"Female","22478"
"Male","41948"
"","64426"
"Majhi",""
"Female","6508"
"Male","6026"
"","12534"
"Manange",""
"Female","181"
"Male","184"
"","365"
"Mizo",""
"Female","10"
"Male","10"
"","20"
"Nachhiring",""
"Female","54"
"Male","62"
"","116"
"Nepali",""
"Female","1592262"
"Male","1517335"
"","3109597"
"Newar",""
"Female","343710"
"Male","332366"
"","676076"
"Not Reported",""
"Female","2712"
"Male","2719"
"","5431"
"Oriya",""
"Female","120"
"Male","259"
"","379"
"Others",""
"Female","4655"
"Male","5071"
"","9726"
"Pahari",""
"Female","1633"
"Male","1645"
"","3278"
"Puma",""
"Female","17"
"Male","7"
"","24"
"Punjabi",""
"Female","100"
"Male","131"
"","231"
"Rai",""
"Female","14045"
"Male","13114"
"","27159"
"Rajbanshi",""
"Female","230"
"Male","349"
"","579"
"Rajsthani",""
"Female","2944"
"Male","3280"
"","6224"
"Sampang",""
"Female","88"
"Male","97"
"","185"
"Sanskrit",""
"Female","32"
"Male","52"
"","84"
"Santhali",""
"Female","34"
"Male","74"
"","108"
"Sherpa",""
"Female","20362"
"Male","18921"
"","39283"
"Sign Language",""
"Female","166"
"Male","229"
"","395"
"Sunuwar",""
"Female","8788"
"Male","7864"
"","16652"
"Surel",""
"Female","55"
"Male","57"
"","112"
"Tajpuriya",""
"Female","32"
"Male","44"
"","76"
"Tamang",""
"Female","519599"
"Male","484950"
"","1004549"
"Thakali",""
"Female","676"
"Male","608"
"","1284"
"Thami",""
"Female","11043"
"Male","10329"
"","21372"
"Tharu",""
"Female","36861"
"Male","35595"
"","72456"
"Thulung",""
"Female","242"
"Male","252"
"","494"
"Tibetan",""
"Female","1590"
"Male","1350"
"","2940"
"Uranw/Urau",""
"Female","32"
"Male","50"
"","82"
"Urdu",""
"Female","3160"
"Male","5249"
"","8409"
"Wambule",""
"Female","599"
"Male","553"
"","1152"
"Yakkha",""
"Female","128"
"Male","131"
"","259"
"Yamphu/Yamphe",""
"Female","16"
"Male","23"
"","39"
