"Population by disability type","Number"
"Blind/low vision",""
"Female","8588"
"Male","8379"
"","16967"
"Deaf/hard of hearing",""
"Female","6559"
"Male","6780"
"","13339"
"Deaf-Blind",""
"Female","932"
"Male","881"
"","1813"
"Intellectual disable",""
"Female","1332"
"Male","1647"
"","2979"
"Mental disable",""
"Female","2613"
"Male","2807"
"","5420"
"Multiple disable",""
"Female","2966"
"Male","3363"
"","6329"
"No disability",""
"Female","2720411"
"Male","2624865"
"","5345276"
"Physical",""
"Female","13132"
"Male","17975"
"","31107"
"Speech problem",""
"Female","4691"
"Male","5897"
"","10588"
