"Population by Educational Attainment","Number"
"Beginners",""
"Female","60698"
"Male","69230"
"","129928"
"Graduate and Equivalent",""
"Female","82862"
"Male","136089"
"","218951"
"Intermediate and Equivalent",""
"Female","181398"
"Male","220607"
"","402005"
"Level not Stated",""
"Female","8419"
"Male","9171"
"","17590"
"Lower Secondary (Class 6-8)",""
"Female","318780"
"Male","351929"
"","670709"
"Non Formal Education",""
"Female","100678"
"Male","90221"
"","190899"
"Others",""
"Female","1418"
"Male","1820"
"","3238"
"Post Graduate Equivalent and Above",""
"Female","27076"
"Male","65519"
"","92595"
"Primary Education (1-5 Class)",""
"Female","547523"
"Male","624809"
"","1172332"
"Secondary Level (Class 9-10)",""
"Female","197458"
"Male","223675"
"","421133"
"SLC and Equivalent",""
"Female","206793"
"Male","254964"
"","461757"
