"Population by disability type","Number"
"Blind/low vision",""
"Female","35"
"Male","35"
"","70"
"Deaf/hard of hearing",""
"Female","33"
"Male","35"
"","68"
"Deaf-Blind",""
"Female","5"
"Male","1"
"","6"
"Intellectual disable",""
"Female","9"
"Male","12"
"","21"
"Mental disable",""
"Female","16"
"Male","8"
"","24"
"Multiple disable",""
"Female","17"
"Male","22"
"","39"
"No disability",""
"Female","11244"
"Male","9378"
"","20622"
"Physical",""
"Female","80"
"Male","77"
"","157"
"Speech problem",""
"Female","37"
"Male","30"
"","67"
