"Population by Educational Attainment","Number"
"Beginners",""
"Female","146"
"Male","144"
"","290"
"Graduate and Equivalent",""
"Female","22"
"Male","76"
"","98"
"Intermediate and Equivalent",""
"Female","206"
"Male","168"
"","374"
"Level not Stated",""
"Female","25"
"Male","14"
"","39"
"Lower Secondary (Class 6-8)",""
"Female","1387"
"Male","1461"
"","2848"
"Non Formal Education",""
"Female","323"
"Male","322"
"","645"
"Others",""
"Female","7"
"Male","6"
"","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"","7"
"Primary Education (1-5 Class)",""
"Female","2726"
"Male","2949"
"","5675"
"Secondary Level (Class 9-10)",""
"Female","744"
"Male","930"
"","1674"
"SLC and Equivalent",""
"Female","443"
"Male","444"
"","887"
