"Population by Educational Attainment","Number"
"Beginners",""
"Female","108"
"Male","102"
"","210"
"Graduate and Equivalent",""
"Female","29"
"Male","78"
"","107"
"Intermediate and Equivalent",""
"Female","176"
"Male","245"
"","421"
"Level not Stated",""
"Female","4"
"Male","7"
"","11"
"Lower Secondary (Class 6-8)",""
"Female","679"
"Male","679"
"","1358"
"Non Formal Education",""
"Female","103"
"Male","126"
"","229"
"Others",""
"Female","1"
"Male","6"
"","7"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","28"
"","32"
"Primary Education (1-5 Class)",""
"Female","1241"
"Male","1542"
"","2783"
"Secondary Level (Class 9-10)",""
"Female","306"
"Male","319"
"","625"
"SLC and Equivalent",""
"Female","227"
"Male","325"
"","552"
