"Population by Educational Attainment","Number"
"Beginners",""
"Female","35"
"Male","31"
"","66"
"Graduate and Equivalent",""
"Female","11"
"Male","34"
"","45"
"Intermediate and Equivalent",""
"Female","24"
"Male","66"
"","90"
"Level not Stated",""
"Female","1"
"Male","5"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","176"
"Male","226"
"","402"
"Non Formal Education",""
"Female","37"
"Male","43"
"","80"
"Others",""
"Female","1"
"Male","4"
"","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","406"
"Male","500"
"","906"
"Secondary Level (Class 9-10)",""
"Female","68"
"Male","81"
"","149"
"SLC and Equivalent",""
"Female","81"
"Male","127"
"","208"
