"Population by Educational Attainment","Number"
"Beginners",""
"Female","148"
"Male","141"
"Graduate and Equivalent",""
"Female","17"
"Male","31"
"Intermediate and Equivalent",""
"Female","51"
"Male","115"
"Level not Stated",""
"Female","23"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","535"
"Male","753"
"Non Formal Education",""
"Female","368"
"Male","566"
"Others",""
"Female","2"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2292"
"Male","3060"
"Secondary Level (Class 9-10)",""
"Female","248"
"Male","341"
"SLC and Equivalent",""
"Female","117"
"Male","225"
