"Population by Educational Attainment","Number"
"Beginners",""
"Female","121"
"Male","149"
"Graduate and Equivalent",""
"Female","11"
"Male","40"
"Intermediate and Equivalent",""
"Female","111"
"Male","131"
"Level not Stated",""
"Female","57"
"Male","69"
"Lower Secondary (Class 6-8)",""
"Female","935"
"Male","996"
"Non Formal Education",""
"Female","192"
"Male","249"
"Others",""
"Female","2"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"Primary Education (1-5 Class)",""
"Female","1845"
"Male","2039"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","668"
"SLC and Equivalent",""
"Female","368"
"Male","403"
