"Population by Educational Attainment","Number"
"Beginners",""
"Female","87"
"Male","69"
"","156"
"Graduate and Equivalent",""
"Female","14"
"Male","47"
"","61"
"Intermediate and Equivalent",""
"Female","67"
"Male","95"
"","162"
"Level not Stated",""
"Female","7"
"Male","7"
"","14"
"Lower Secondary (Class 6-8)",""
"Female","747"
"Male","599"
"","1346"
"Non Formal Education",""
"Female","226"
"Male","301"
"","527"
"Others",""
"Female","4"
"Male","1"
"","5"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","18"
"","23"
"Primary Education (1-5 Class)",""
"Female","893"
"Male","878"
"","1771"
"Secondary Level (Class 9-10)",""
"Female","346"
"Male","387"
"","733"
"SLC and Equivalent",""
"Female","398"
"Male","394"
"","792"
