"Population by Educational Attainment","Number"
"Beginners",""
"Female","120"
"Male","122"
"Graduate and Equivalent",""
"Female","12"
"Male","48"
"Intermediate and Equivalent",""
"Female","61"
"Male","98"
"Level not Stated",""
"Female","14"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","1075"
"Male","983"
"Non Formal Education",""
"Female","171"
"Male","188"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1795"
"Male","2087"
"Secondary Level (Class 9-10)",""
"Female","501"
"Male","480"
"SLC and Equivalent",""
"Female","459"
"Male","408"
