"Population by Mother tongue","Number"
"Bantawa",""
"Female","578"
"Male","638"
"Bhujel",""
"Female","24"
"Male","16"
"Byansi",""
"Female","29"
"Male","31"
"Chamling",""
"Female","110"
"Male","100"
"Doteli",""
"Female","21"
"Male","17"
"Dumi",""
"Female","10"
"Male","7"
"Gurung",""
"Female","174"
"Male","192"
"Hyolmo/Yholmo",""
"Female","205"
"Male","155"
"Khaling",""
"Female","87"
"Male","87"
"Kulung",""
"Female","62"
"Male","74"
"Lapcha",""
"Female","73"
"Male","110"
"Limbu",""
"Female","1411"
"Male","1308"
"Magar",""
"Female","289"
"Male","271"
"Maithili",""
"Female","24"
"Male","30"
"Nepali",""
"Female","5387"
"Male","5199"
"Newar",""
"Female","214"
"Male","215"
"Not Reported",""
"Female","23"
"Male","21"
"Others",""
"Female","26"
"Male","37"
"Puma",""
"Female","12"
"Male","16"
"Rai",""
"Female","344"
"Male","309"
"Sherpa",""
"Female","415"
"Male","374"
"Sunuwar",""
"Female","68"
"Male","64"
"Tamang",""
"Female","445"
"Male","442"
"Thami",""
"Female","219"
"Male","248"
"Tharu",""
"Female","8"
"Male","5"
"Thulung",""
"Female","110"
"Male","126"
"Yakkha",""
"Female","299"
"Male","285"
