"Population by Single Year of Age","Number"
"0",""
"Female","123"
"Male","163"
"1",""
"Female","132"
"Male","120"
"10",""
"Female","249"
"Male","252"
"11",""
"Female","212"
"Male","254"
"12",""
"Female","256"
"Male","277"
"13",""
"Female","257"
"Male","252"
"14",""
"Female","248"
"Male","237"
"15",""
"Female","253"
"Male","243"
"16",""
"Female","249"
"Male","260"
"17",""
"Female","265"
"Male","256"
"18",""
"Female","287"
"Male","270"
"19",""
"Female","221"
"Male","188"
"2",""
"Female","125"
"Male","133"
"20",""
"Female","237"
"Male","175"
"21",""
"Female","184"
"Male","161"
"22",""
"Female","264"
"Male","199"
"23",""
"Female","215"
"Male","153"
"24",""
"Female","208"
"Male","162"
"25",""
"Female","200"
"Male","183"
"26",""
"Female","232"
"Male","163"
"27",""
"Female","179"
"Male","130"
"28",""
"Female","204"
"Male","172"
"29",""
"Female","136"
"Male","100"
"3",""
"Female","123"
"Male","142"
"30",""
"Female","233"
"Male","178"
"31",""
"Female","100"
"Male","103"
"32",""
"Female","162"
"Male","160"
"33",""
"Female","140"
"Male","111"
"34",""
"Female","126"
"Male","123"
"35",""
"Female","188"
"Male","172"
"36",""
"Female","136"
"Male","141"
"37",""
"Female","106"
"Male","88"
"38",""
"Female","153"
"Male","125"
"39",""
"Female","110"
"Male","89"
"4",""
"Female","149"
"Male","171"
"40",""
"Female","224"
"Male","211"
"41",""
"Female","102"
"Male","93"
"42",""
"Female","130"
"Male","139"
"43",""
"Female","106"
"Male","81"
"44",""
"Female","90"
"Male","108"
"45",""
"Female","140"
"Male","144"
"46",""
"Female","131"
"Male","105"
"47",""
"Female","72"
"Male","91"
"48",""
"Female","104"
"Male","141"
"49",""
"Female","72"
"Male","84"
"5",""
"Female","187"
"Male","193"
"50",""
"Female","150"
"Male","171"
"51",""
"Female","95"
"Male","112"
"52",""
"Female","107"
"Male","116"
"53",""
"Female","73"
"Male","87"
"54",""
"Female","77"
"Male","76"
"55",""
"Female","102"
"Male","124"
"56",""
"Female","79"
"Male","102"
"57",""
"Female","77"
"Male","75"
"58",""
"Female","68"
"Male","73"
"59",""
"Female","72"
"Male","69"
"6",""
"Female","187"
"Male","177"
"60",""
"Female","100"
"Male","115"
"61",""
"Female","68"
"Male","71"
"62",""
"Female","53"
"Male","68"
"63",""
"Female","48"
"Male","63"
"64",""
"Female","51"
"Male","61"
"65",""
"Female","54"
"Male","60"
"66",""
"Female","47"
"Male","47"
"67",""
"Female","44"
"Male","34"
"68",""
"Female","66"
"Male","83"
"69",""
"Female","23"
"Male","35"
"7",""
"Female","210"
"Male","214"
"70",""
"Female","54"
"Male","74"
"71",""
"Female","19"
"Male","27"
"72",""
"Female","42"
"Male","37"
"73",""
"Female","20"
"Male","32"
"74",""
"Female","20"
"Male","35"
"75",""
"Female","27"
"Male","43"
"76",""
"Female","21"
"Male","20"
"77",""
"Female","20"
"Male","30"
"78",""
"Female","28"
"Male","31"
"79",""
"Female","13"
"Male","21"
"8",""
"Female","219"
"Male","211"
"80",""
"Female","25"
"Male","20"
"81",""
"Female","10"
"Male","16"
"82",""
"Female","14"
"Male","9"
"83",""
"Female","16"
"Male","9"
"84",""
"Female","7"
"Male","11"
"85",""
"Female","32"
"Male","42"
"9",""
"Female","209"
"Male","200"
