"Population by Educational Attainment","Number"
"Beginners",""
"Female","372"
"Male","373"
"Graduate and Equivalent",""
"Female","36"
"Male","141"
"Intermediate and Equivalent",""
"Female","372"
"Male","586"
"Level not Stated",""
"Female","36"
"Male","36"
"Lower Secondary (Class 6-8)",""
"Female","2257"
"Male","2968"
"Non Formal Education",""
"Female","787"
"Male","571"
"Others",""
"Female","9"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","52"
"Primary Education (1-5 Class)",""
"Female","5163"
"Male","5911"
"Secondary Level (Class 9-10)",""
"Female","1115"
"Male","1710"
"SLC and Equivalent",""
"Female","472"
"Male","705"
