"Population by Single Year of Age","Number"
"0",""
"Female","478"
"Male","498"
"1",""
"Female","399"
"Male","400"
"10",""
"Female","671"
"Male","685"
"11",""
"Female","572"
"Male","514"
"12",""
"Female","698"
"Male","690"
"13",""
"Female","598"
"Male","592"
"14",""
"Female","580"
"Male","557"
"15",""
"Female","522"
"Male","492"
"16",""
"Female","522"
"Male","479"
"17",""
"Female","378"
"Male","338"
"18",""
"Female","619"
"Male","527"
"19",""
"Female","377"
"Male","340"
"2",""
"Female","557"
"Male","595"
"20",""
"Female","473"
"Male","371"
"21",""
"Female","287"
"Male","258"
"22",""
"Female","422"
"Male","319"
"23",""
"Female","374"
"Male","259"
"24",""
"Female","290"
"Male","212"
"25",""
"Female","407"
"Male","281"
"26",""
"Female","302"
"Male","214"
"27",""
"Female","296"
"Male","199"
"28",""
"Female","372"
"Male","254"
"29",""
"Female","184"
"Male","164"
"3",""
"Female","607"
"Male","607"
"30",""
"Female","472"
"Male","337"
"31",""
"Female","124"
"Male","118"
"32",""
"Female","251"
"Male","234"
"33",""
"Female","181"
"Male","144"
"34",""
"Female","161"
"Male","138"
"35",""
"Female","428"
"Male","380"
"36",""
"Female","207"
"Male","191"
"37",""
"Female","143"
"Male","113"
"38",""
"Female","251"
"Male","185"
"39",""
"Female","127"
"Male","115"
"4",""
"Female","600"
"Male","683"
"40",""
"Female","440"
"Male","353"
"41",""
"Female","113"
"Male","96"
"42",""
"Female","200"
"Male","187"
"43",""
"Female","136"
"Male","111"
"44",""
"Female","98"
"Male","94"
"45",""
"Female","344"
"Male","273"
"46",""
"Female","139"
"Male","117"
"47",""
"Female","75"
"Male","69"
"48",""
"Female","171"
"Male","157"
"49",""
"Female","105"
"Male","82"
"5",""
"Female","683"
"Male","707"
"50",""
"Female","329"
"Male","325"
"51",""
"Female","113"
"Male","119"
"52",""
"Female","144"
"Male","160"
"53",""
"Female","95"
"Male","97"
"54",""
"Female","70"
"Male","88"
"55",""
"Female","195"
"Male","207"
"56",""
"Female","92"
"Male","122"
"57",""
"Female","48"
"Male","64"
"58",""
"Female","125"
"Male","124"
"59",""
"Female","85"
"Male","95"
"6",""
"Female","574"
"Male","578"
"60",""
"Female","318"
"Male","265"
"61",""
"Female","117"
"Male","85"
"62",""
"Female","140"
"Male","112"
"63",""
"Female","85"
"Male","89"
"64",""
"Female","77"
"Male","73"
"65",""
"Female","224"
"Male","141"
"66",""
"Female","59"
"Male","58"
"67",""
"Female","53"
"Male","50"
"68",""
"Female","83"
"Male","102"
"69",""
"Female","36"
"Male","41"
"7",""
"Female","583"
"Male","523"
"70",""
"Female","116"
"Male","120"
"71",""
"Female","25"
"Male","37"
"72",""
"Female","46"
"Male","51"
"73",""
"Female","27"
"Male","19"
"74",""
"Female","20"
"Male","20"
"75",""
"Female","68"
"Male","59"
"76",""
"Female","22"
"Male","19"
"77",""
"Female","10"
"Male","11"
"78",""
"Female","19"
"Male","31"
"79",""
"Female","3"
"Male","9"
"8",""
"Female","633"
"Male","633"
"80",""
"Female","41"
"Male","27"
"81",""
"Female","15"
"Male","14"
"82",""
"Female","5"
"Male","7"
"83",""
"Female","5"
"Male","10"
"84",""
"Female","3"
"Male","3"
"85",""
"Female","31"
"Male","25"
"9",""
"Female","491"
"Male","539"
