"Population by Educational Attainment","Number"
"Beginners",""
"Female","3749"
"Male","4288"
"Graduate and Equivalent",""
"Female","543"
"Male","1224"
"Intermediate and Equivalent",""
"Female","3075"
"Male","3577"
"Level not Stated",""
"Female","304"
"Male","388"
"Lower Secondary (Class 6-8)",""
"Female","14533"
"Male","17097"
"Non Formal Education",""
"Female","4405"
"Male","3974"
"Others",""
"Female","44"
"Male","54"
"Post Graduate Equivalent and Above",""
"Female","80"
"Male","481"
"Primary Education (1-5 Class)",""
"Female","35857"
"Male","41051"
"Secondary Level (Class 9-10)",""
"Female","5472"
"Male","7458"
"SLC and Equivalent",""
"Female","6346"
"Male","8495"
