"Population by Educational Attainment","Number"
"Beginners",""
"Female","3392"
"Male","3603"
"Graduate and Equivalent",""
"Female","450"
"Male","841"
"Intermediate and Equivalent",""
"Female","2116"
"Male","2509"
"Level not Stated",""
"Female","165"
"Male","194"
"Lower Secondary (Class 6-8)",""
"Female","10566"
"Male","11947"
"Non Formal Education",""
"Female","3602"
"Male","2896"
"Others",""
"Female","62"
"Male","72"
"Post Graduate Equivalent and Above",""
"Female","61"
"Male","335"
"Primary Education (1-5 Class)",""
"Female","22100"
"Male","25672"
"Secondary Level (Class 9-10)",""
"Female","4636"
"Male","5916"
"SLC and Equivalent",""
"Female","3534"
"Male","4468"
