"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","616"
"Male","583"
"Chepang /Praja",""
"Female","4077"
"Male","4276"
"Chhetri",""
"Female","567"
"Male","554"
"Damai/Dholi",""
"Female","160"
"Male","168"
"Gharti/Bhujel",""
"Female","379"
"Male","373"
"Gurung",""
"Female","3420"
"Male","3269"
"Kalwar",""
"Female","14"
"Male","41"
"Kami",""
"Female","405"
"Male","386"
"Kathabaniyan",""
"Female","15"
"Male","23"
"Kumal",""
"Female","13"
"Male","4"
"Magar",""
"Female","1570"
"Male","1427"
"Majhi",""
"Female","1"
"Male","12"
"Musalman",""
"Female","69"
"Male","89"
"Newar",""
"Female","401"
"Male","375"
"Others",""
"Female","48"
"Male","58"
"Rai",""
"Female","33"
"Male","40"
"Sanyasi/Dasnami",""
"Female","96"
"Male","97"
"Sarki",""
"Female","6"
"Male","6"
"Tamang",""
"Female","513"
"Male","472"
"Teli",""
"Female","30"
"Male","92"
"Terai Others",""
"Female","3"
"Male","11"
"Thakali",""
"Female","60"
"Male","49"
"Thakuri",""
"Female","11"
"Male","9"
"Tharu",""
"Female","28"
"Male","23"
"Yadav",""
"Female","7"
"Male","23"
