"Population by Educational Attainment","Number"
"Beginners",""
"Female","370"
"Male","412"
"Graduate and Equivalent",""
"Female","24"
"Male","78"
"Intermediate and Equivalent",""
"Female","214"
"Male","279"
"Level not Stated",""
"Female","16"
"Male","21"
"Lower Secondary (Class 6-8)",""
"Female","1247"
"Male","1450"
"Non Formal Education",""
"Female","611"
"Male","708"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","26"
"Primary Education (1-5 Class)",""
"Female","3421"
"Male","4172"
"Secondary Level (Class 9-10)",""
"Female","470"
"Male","611"
"SLC and Equivalent",""
"Female","310"
"Male","364"
