"Population by Educational Attainment","Number"
"Beginners",""
"Female","335"
"Male","386"
"Graduate and Equivalent",""
"Female","194"
"Male","292"
"Intermediate and Equivalent",""
"Female","711"
"Male","899"
"Level not Stated",""
"Female","34"
"Male","42"
"Lower Secondary (Class 6-8)",""
"Female","1508"
"Male","1815"
"Non Formal Education",""
"Female","771"
"Male","724"
"Others",""
"Female","7"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","29"
"Male","98"
"Primary Education (1-5 Class)",""
"Female","2250"
"Male","2743"
"Secondary Level (Class 9-10)",""
"Female","1030"
"Male","1187"
"SLC and Equivalent",""
"Female","869"
"Male","1212"
