"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","101"
"","191"
"Graduate and Equivalent",""
"Female","29"
"Male","87"
"","116"
"Intermediate and Equivalent",""
"Female","132"
"Male","173"
"","305"
"Level not Stated",""
"Female","18"
"Male","18"
"","36"
"Lower Secondary (Class 6-8)",""
"Female","1165"
"Male","1158"
"","2323"
"Non Formal Education",""
"Female","485"
"Male","401"
"","886"
"Others",""
"Female","7"
"Male","3"
"","10"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","11"
"","16"
"Primary Education (1-5 Class)",""
"Female","2008"
"Male","2068"
"","4076"
"Secondary Level (Class 9-10)",""
"Female","434"
"Male","526"
"","960"
"SLC and Equivalent",""
"Female","324"
"Male","466"
"","790"
