"Population by Educational Attainment","Number"
"Beginners",""
"Female","206"
"Male","295"
"","501"
"Graduate and Equivalent",""
"Female","43"
"Male","234"
"","277"
"Intermediate and Equivalent",""
"Female","156"
"Male","458"
"","614"
"Level not Stated",""
"Female","67"
"Male","128"
"","195"
"Lower Secondary (Class 6-8)",""
"Female","946"
"Male","1579"
"","2525"
"Non Formal Education",""
"Female","91"
"Male","157"
"","248"
"Others",""
"Female","2"
"Male","9"
"","11"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","63"
"","71"
"Primary Education (1-5 Class)",""
"Female","2420"
"Male","2969"
"","5389"
"Secondary Level (Class 9-10)",""
"Female","426"
"Male","1011"
"","1437"
"SLC and Equivalent",""
"Female","323"
"Male","792"
"","1115"
