"Population by Educational Attainment","Number"
"Beginners",""
"Female","4489"
"Male","5314"
"","9803"
"Graduate and Equivalent",""
"Female","572"
"Male","1397"
"","1969"
"Intermediate and Equivalent",""
"Female","2970"
"Male","3200"
"","6170"
"Level not Stated",""
"Female","218"
"Male","186"
"","404"
"Lower Secondary (Class 6-8)",""
"Female","22145"
"Male","17521"
"","39666"
"Non Formal Education",""
"Female","6783"
"Male","5131"
"","11914"
"Others",""
"Female","27"
"Male","38"
"","65"
"Post Graduate Equivalent and Above",""
"Female","73"
"Male","594"
"","667"
"Primary Education (1-5 Class)",""
"Female","39375"
"Male","37105"
"","76480"
"Secondary Level (Class 9-10)",""
"Female","11663"
"Male","9442"
"","21105"
"SLC and Equivalent",""
"Female","9975"
"Male","8499"
"","18474"
