"Population by Educational Attainment","Number"
"Beginners",""
"Female","514"
"Male","570"
"Graduate and Equivalent",""
"Female","147"
"Male","269"
"Intermediate and Equivalent",""
"Female","664"
"Male","801"
"Level not Stated",""
"Female","116"
"Male","98"
"Lower Secondary (Class 6-8)",""
"Female","2344"
"Male","2777"
"Non Formal Education",""
"Female","1066"
"Male","711"
"Others",""
"Female","9"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","34"
"Male","93"
"Primary Education (1-5 Class)",""
"Female","4322"
"Male","5231"
"Secondary Level (Class 9-10)",""
"Female","1307"
"Male","1500"
"SLC and Equivalent",""
"Female","1088"
"Male","1434"
