"Population by Single Year of Age","Number"
"0",""
"Female","178"
"Male","179"
"1",""
"Female","160"
"Male","156"
"10",""
"Female","413"
"Male","440"
"11",""
"Female","144"
"Male","149"
"12",""
"Female","368"
"Male","359"
"13",""
"Female","193"
"Male","184"
"14",""
"Female","267"
"Male","260"
"15",""
"Female","280"
"Male","214"
"16",""
"Female","276"
"Male","237"
"17",""
"Female","152"
"Male","150"
"18",""
"Female","254"
"Male","293"
"19",""
"Female","83"
"Male","88"
"2",""
"Female","285"
"Male","308"
"20",""
"Female","295"
"Male","255"
"21",""
"Female","72"
"Male","82"
"22",""
"Female","231"
"Male","204"
"23",""
"Female","152"
"Male","97"
"24",""
"Female","217"
"Male","143"
"25",""
"Female","257"
"Male","321"
"26",""
"Female","182"
"Male","179"
"27",""
"Female","131"
"Male","128"
"28",""
"Female","294"
"Male","254"
"29",""
"Female","53"
"Male","45"
"3",""
"Female","322"
"Male","322"
"30",""
"Female","368"
"Male","364"
"31",""
"Female","53"
"Male","49"
"32",""
"Female","249"
"Male","234"
"33",""
"Female","123"
"Male","72"
"34",""
"Female","122"
"Male","72"
"35",""
"Female","283"
"Male","405"
"36",""
"Female","126"
"Male","130"
"37",""
"Female","71"
"Male","63"
"38",""
"Female","231"
"Male","204"
"39",""
"Female","22"
"Male","30"
"4",""
"Female","337"
"Male","358"
"40",""
"Female","295"
"Male","351"
"41",""
"Female","25"
"Male","32"
"42",""
"Female","150"
"Male","146"
"43",""
"Female","91"
"Male","37"
"44",""
"Female","48"
"Male","35"
"45",""
"Female","223"
"Male","331"
"46",""
"Female","74"
"Male","49"
"47",""
"Female","51"
"Male","51"
"48",""
"Female","144"
"Male","119"
"49",""
"Female","21"
"Male","19"
"5",""
"Female","347"
"Male","341"
"50",""
"Female","195"
"Male","277"
"51",""
"Female","16"
"Male","28"
"52",""
"Female","88"
"Male","69"
"53",""
"Female","63"
"Male","22"
"54",""
"Female","40"
"Male","29"
"55",""
"Female","175"
"Male","206"
"56",""
"Female","50"
"Male","48"
"57",""
"Female","41"
"Male","31"
"58",""
"Female","80"
"Male","59"
"59",""
"Female","9"
"Male","18"
"6",""
"Female","379"
"Male","353"
"60",""
"Female","184"
"Male","235"
"61",""
"Female","10"
"Male","9"
"62",""
"Female","50"
"Male","51"
"63",""
"Female","28"
"Male","5"
"64",""
"Female","18"
"Male","8"
"65",""
"Female","150"
"Male","152"
"66",""
"Female","15"
"Male","19"
"67",""
"Female","12"
"Male","30"
"68",""
"Female","49"
"Male","47"
"69",""
"Female","5"
"Male","12"
"7",""
"Female","232"
"Male","239"
"70",""
"Female","113"
"Male","109"
"71",""
"Female","1"
"Male","10"
"72",""
"Female","26"
"Male","27"
"73",""
"Female","11"
"Male","4"
"74",""
"Female","3"
"Male","4"
"75",""
"Female","55"
"Male","66"
"76",""
"Female","2"
"Male","4"
"77",""
"Female","2"
"Male","2"
"78",""
"Female","11"
"Male","11"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","378"
"Male","455"
"80",""
"Female","19"
"Male","15"
"82",""
"Female","1"
"Male","6"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","20"
"Male","11"
"9",""
"Female","153"
"Male","155"
