"Population by Educational Attainment","Number"
"Beginners",""
"Female","53"
"Male","86"
"Graduate and Equivalent",""
"Female","20"
"Male","138"
"Intermediate and Equivalent",""
"Female","104"
"Male","352"
"Level not Stated",""
"Female","14"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","778"
"Male","1130"
"Non Formal Education",""
"Female","56"
"Male","94"
"Others",""
"Female","3"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","1891"
"Male","2273"
"Secondary Level (Class 9-10)",""
"Female","352"
"Male","712"
"SLC and Equivalent",""
"Female","319"
"Male","525"
