"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","10"
"Male","23"
"","33"
"Baraee",""
"Female","9"
"Male","15"
"","24"
"Brahman - Hill",""
"Female","1961"
"Male","1697"
"","3658"
"Chamar/ Harijan/ Ram",""
"Female","11"
"Male","10"
"","21"
"Chamling",""
"Female","13"
"Male","11"
"","24"
"Chhetri",""
"Female","6354"
"Male","5653"
"","12007"
"Damai/Dholi",""
"Female","1075"
"Male","1026"
"","2101"
"Danuwar",""
"Female","2734"
"Male","2270"
"","5004"
"Dhanuk",""
"Female","8"
"Male","15"
"","23"
"Dom",""
"Female","29"
"Male","35"
"","64"
"Gharti/Bhujel",""
"Female","283"
"Male","276"
"","559"
"Gurung",""
"Female","83"
"Male","75"
"","158"
"Hajam/Thakur",""
"Female","27"
"Male","33"
"","60"
"Halwai",""
"Female","104"
"Male","101"
"","205"
"Hayu",""
"Female","15"
"Male","8"
"","23"
"Jhangad/ Dhagar",""
"Female","9"
"Male","4"
"","13"
"Kalwar",""
"Female","110"
"Male","166"
"","276"
"Kami",""
"Female","1397"
"Male","1222"
"","2619"
"Kathabaniyan",""
"Female","94"
"Male","122"
"","216"
"Kayastha",""
"Female","4"
"Male","10"
"","14"
"Kewat",""
"Female","18"
"Male","13"
"","31"
"Koiri/Kushwaha",""
"Female","8"
"Male","11"
"","19"
"Kumal",""
"Female","11"
"Male","10"
"","21"
"Limbu",""
"Female","20"
"Male","13"
"","33"
"Magar",""
"Female","5296"
"Male","4781"
"","10077"
"Majhi",""
"Female","528"
"Male","466"
"","994"
"Mallaha",""
"Female","9"
"Male","14"
"","23"
"Musahar",""
"Female","227"
"Male","229"
"","456"
"Musalman",""
"Female","218"
"Male","246"
"","464"
"Newar",""
"Female","1658"
"Male","1519"
"","3177"
"Others",""
"Female","53"
"Male","69"
"","122"
"Rai",""
"Female","1953"
"Male","1707"
"","3660"
"Rajbansi",""
"Female","9"
"Male","10"
"","19"
"Rajput",""
"Female","14"
"Male","18"
"","32"
"Sanyasi/Dasnami",""
"Female","218"
"Male","191"
"","409"
"Sarki",""
"Female","643"
"Male","563"
"","1206"
"Satar/ Santhal",""
"Female","8"
"Male","4"
"","12"
"Sonar",""
"Female","12"
"Male","12"
"","24"
"Sudhi",""
"Female","110"
"Male","107"
"","217"
"Sunuwar",""
"Female","1029"
"Male","925"
"","1954"
"Tamang",""
"Female","2838"
"Male","2525"
"","5363"
"Teli",""
"Female","65"
"Male","98"
"","163"
"Terai Others",""
"Female","35"
"Male","22"
"","57"
"Thakuri",""
"Female","63"
"Male","55"
"","118"
"Thami",""
"Female","62"
"Male","48"
"","110"
"Tharu",""
"Female","37"
"Male","56"
"","93"
"Undefined Others",""
"Female","46"
"Male","41"
"","87"
"Walung",""
"Female","7"
"Male","6"
"","13"
"Yadav",""
"Female","39"
"Male","51"
"","90"
