"Population by Educational Attainment","Number"
"Beginners",""
"Female","785"
"Male","829"
"","1614"
"Graduate and Equivalent",""
"Female","62"
"Male","185"
"","247"
"Intermediate and Equivalent",""
"Female","453"
"Male","579"
"","1032"
"Level not Stated",""
"Female","46"
"Male","56"
"","102"
"Lower Secondary (Class 6-8)",""
"Female","3549"
"Male","3866"
"","7415"
"Non Formal Education",""
"Female","786"
"Male","809"
"","1595"
"Others",""
"Female","10"
"Male","7"
"","17"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","64"
"","77"
"Primary Education (1-5 Class)",""
"Female","7037"
"Male","8282"
"","15319"
"Secondary Level (Class 9-10)",""
"Female","1475"
"Male","1601"
"","3076"
"SLC and Equivalent",""
"Female","1702"
"Male","1697"
"","3399"
