"Population by Mother tongue","Number"
"Bahing",""
"Female","42"
"Male","42"
"","84"
"Bantawa",""
"Female","18"
"Male","12"
"","30"
"Bhojpuri",""
"Female","175"
"Male","138"
"","313"
"Bhujel",""
"Female","14"
"Male","10"
"","24"
"Chamling",""
"Female","364"
"Male","288"
"","652"
"Danuwar",""
"Female","2635"
"Male","2180"
"","4815"
"Dumi",""
"Female","43"
"Male","41"
"","84"
"Gurung",""
"Female","23"
"Male","17"
"","40"
"Hindi",""
"Female","17"
"Male","26"
"","43"
"Jero/Jerung",""
"Female","22"
"Male","20"
"","42"
"Khaling",""
"Female","8"
"Male","9"
"","17"
"Limbu",""
"Female","12"
"Male","8"
"","20"
"Magar",""
"Female","4312"
"Male","3908"
"","8220"
"Maithili",""
"Female","912"
"Male","1118"
"","2030"
"Majhi",""
"Female","314"
"Male","286"
"","600"
"Nepali",""
"Female","15435"
"Male","13814"
"","29249"
"Newar",""
"Female","584"
"Male","528"
"","1112"
"Not Reported",""
"Female","89"
"Male","75"
"","164"
"Others",""
"Female","57"
"Male","50"
"","107"
"Puma",""
"Female","8"
"Male","7"
"","15"
"Rai",""
"Female","751"
"Male","665"
"","1416"
"Sanskrit",""
"Female","12"
"Male","6"
"","18"
"Sign Language",""
"Female","14"
"Male","23"
"","37"
"Sunuwar",""
"Female","363"
"Male","302"
"","665"
"Tamang",""
"Female","2642"
"Male","2330"
"","4972"
"Thami",""
"Female","15"
"Male","12"
"","27"
"Tharu",""
"Female","22"
"Male","34"
"","56"
"Thulung",""
"Female","107"
"Male","82"
"","189"
"Tilung",""
"Female","35"
"Male","40"
"","75"
"Uranw/Urau",""
"Female","9"
"Male","4"
"","13"
"Urdu",""
"Female","190"
"Male","222"
"","412"
"Waling/Walung",""
"Female","7"
"Male","6"
"","13"
"Wambule",""
"Female","313"
"Male","279"
"","592"
