"Population by Educational Attainment","Number"
"Beginners",""
"Female","271"
"Male","289"
"","560"
"Graduate and Equivalent",""
"Female","43"
"Male","103"
"","146"
"Intermediate and Equivalent",""
"Female","175"
"Male","230"
"","405"
"Level not Stated",""
"Female","25"
"Male","13"
"","38"
"Lower Secondary (Class 6-8)",""
"Female","1656"
"Male","1535"
"","3191"
"Non Formal Education",""
"Female","561"
"Male","462"
"","1023"
"Others",""
"Female","2"
"Male","6"
"","8"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","37"
"","43"
"Primary Education (1-5 Class)",""
"Female","2558"
"Male","2823"
"","5381"
"Secondary Level (Class 9-10)",""
"Female","1195"
"Male","1164"
"","2359"
"SLC and Equivalent",""
"Female","761"
"Male","723"
"","1484"
