"Population by Mother tongue","Number"
"Athpariya",""
"Female","40"
"Male","38"
"","78"
"Bantawa",""
"Female","368"
"Male","305"
"","673"
"Bhujel",""
"Female","14"
"Male","14"
"","28"
"Dungmali",""
"Female","8"
"Male","4"
"","12"
"Gurung",""
"Female","118"
"Male","86"
"","204"
"Hindi",""
"Female","10"
"Male","11"
"","21"
"Limbu",""
"Female","77"
"Male","71"
"","148"
"Magar",""
"Female","1665"
"Male","1302"
"","2967"
"Maithili",""
"Female","32"
"Male","62"
"","94"
"Nachhiring",""
"Female","45"
"Male","69"
"","114"
"Nepali",""
"Female","6500"
"Male","5371"
"","11871"
"Newar",""
"Female","66"
"Male","73"
"","139"
"Not Reported",""
"Female","35"
"Male","34"
"","69"
"Others",""
"Female","22"
"Male","16"
"","38"
"Phangduwali",""
"Female","163"
"Male","127"
"","290"
"Rai",""
"Female","1047"
"Male","890"
"","1937"
"Sampang",""
"Female","10"
"Male","10"
"","20"
"Sherpa",""
"Female","18"
"Male","25"
"","43"
"Sign Language",""
"Female","6"
"Male","8"
"","14"
"Tamang",""
"Female","1703"
"Male","1471"
"","3174"
"Yakkha",""
"Female","77"
"Male","67"
"","144"
