"Population by Educational Attainment","Number"
"Beginners",""
"Female","289"
"Male","314"
"Graduate and Equivalent",""
"Female","3"
"Male","41"
"Intermediate and Equivalent",""
"Female","81"
"Male","241"
"Level not Stated",""
"Female","15"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","657"
"Male","968"
"Non Formal Education",""
"Female","146"
"Male","182"
"Others",""
"Female","1"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","1856"
"Male","2222"
"Secondary Level (Class 9-10)",""
"Female","249"
"Male","497"
"SLC and Equivalent",""
"Female","140"
"Male","382"
