"Population by Single Year of Age","Number"
"0",""
"Female","305"
"Male","348"
"1",""
"Female","291"
"Male","328"
"10",""
"Female","426"
"Male","491"
"11",""
"Female","440"
"Male","450"
"12",""
"Female","490"
"Male","519"
"13",""
"Female","420"
"Male","481"
"14",""
"Female","453"
"Male","455"
"15",""
"Female","457"
"Male","466"
"16",""
"Female","403"
"Male","400"
"17",""
"Female","419"
"Male","381"
"18",""
"Female","419"
"Male","346"
"19",""
"Female","350"
"Male","281"
"2",""
"Female","331"
"Male","360"
"20",""
"Female","395"
"Male","259"
"21",""
"Female","374"
"Male","271"
"22",""
"Female","413"
"Male","276"
"23",""
"Female","370"
"Male","241"
"24",""
"Female","381"
"Male","311"
"25",""
"Female","406"
"Male","256"
"26",""
"Female","329"
"Male","232"
"27",""
"Female","344"
"Male","224"
"28",""
"Female","335"
"Male","227"
"29",""
"Female","237"
"Male","199"
"3",""
"Female","303"
"Male","342"
"30",""
"Female","417"
"Male","263"
"31",""
"Female","228"
"Male","146"
"32",""
"Female","322"
"Male","190"
"33",""
"Female","219"
"Male","128"
"34",""
"Female","194"
"Male","147"
"35",""
"Female","332"
"Male","197"
"36",""
"Female","212"
"Male","156"
"37",""
"Female","188"
"Male","133"
"38",""
"Female","194"
"Male","148"
"39",""
"Female","174"
"Male","117"
"4",""
"Female","350"
"Male","389"
"40",""
"Female","328"
"Male","208"
"41",""
"Female","135"
"Male","119"
"42",""
"Female","197"
"Male","188"
"43",""
"Female","137"
"Male","119"
"44",""
"Female","145"
"Male","114"
"45",""
"Female","260"
"Male","155"
"46",""
"Female","149"
"Male","118"
"47",""
"Female","141"
"Male","113"
"48",""
"Female","145"
"Male","117"
"49",""
"Female","115"
"Male","123"
"5",""
"Female","398"
"Male","412"
"50",""
"Female","239"
"Male","172"
"51",""
"Female","104"
"Male","78"
"52",""
"Female","139"
"Male","138"
"53",""
"Female","102"
"Male","112"
"54",""
"Female","85"
"Male","81"
"55",""
"Female","152"
"Male","135"
"56",""
"Female","106"
"Male","97"
"57",""
"Female","109"
"Male","110"
"58",""
"Female","104"
"Male","98"
"59",""
"Female","78"
"Male","82"
"6",""
"Female","363"
"Male","389"
"60",""
"Female","213"
"Male","140"
"61",""
"Female","103"
"Male","91"
"62",""
"Female","122"
"Male","74"
"63",""
"Female","78"
"Male","77"
"64",""
"Female","74"
"Male","63"
"65",""
"Female","122"
"Male","99"
"66",""
"Female","67"
"Male","48"
"67",""
"Female","107"
"Male","74"
"68",""
"Female","96"
"Male","73"
"69",""
"Female","46"
"Male","49"
"7",""
"Female","398"
"Male","422"
"70",""
"Female","141"
"Male","86"
"71",""
"Female","49"
"Male","58"
"72",""
"Female","80"
"Male","77"
"73",""
"Female","47"
"Male","45"
"74",""
"Female","34"
"Male","42"
"75",""
"Female","78"
"Male","53"
"76",""
"Female","37"
"Male","43"
"77",""
"Female","37"
"Male","33"
"78",""
"Female","41"
"Male","46"
"79",""
"Female","23"
"Male","22"
"8",""
"Female","404"
"Male","457"
"80",""
"Female","37"
"Male","38"
"81",""
"Female","24"
"Male","20"
"82",""
"Female","15"
"Male","22"
"83",""
"Female","22"
"Male","19"
"84",""
"Female","23"
"Male","14"
"85",""
"Female","85"
"Male","54"
"9",""
"Female","408"
"Male","440"
