"Population by Educational Attainment","Number"
"Beginners",""
"Female","483"
"Male","539"
"Graduate and Equivalent",""
"Female","115"
"Male","346"
"Intermediate and Equivalent",""
"Female","683"
"Male","683"
"Level not Stated",""
"Female","13"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","2645"
"Male","2292"
"Non Formal Education",""
"Female","805"
"Male","318"
"Others",""
"Female","4"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","26"
"Male","128"
"Primary Education (1-5 Class)",""
"Female","4418"
"Male","4347"
"Secondary Level (Class 9-10)",""
"Female","1347"
"Male","1381"
"SLC and Equivalent",""
"Female","1475"
"Male","1610"
