"Population by Educational Attainment","Number"
"Beginners",""
"Female","270"
"Male","260"
"Graduate and Equivalent",""
"Female","0"
"Male","25"
"Intermediate and Equivalent",""
"Female","26"
"Male","110"
"Level not Stated",""
"Female","0"
"Male","1"
"Lower Secondary (Class 6-8)",""
"Female","305"
"Male","605"
"Non Formal Education",""
"Female","89"
"Male","92"
"Others",""
"Female","0"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"Primary Education (1-5 Class)",""
"Female","1213"
"Male","1404"
"Secondary Level (Class 9-10)",""
"Female","100"
"Male","324"
"SLC and Equivalent",""
"Female","70"
"Male","227"
